         6          5  3.394397E-13  9.980123E+02  6.785851E-08 
         6          7 -3.700750E-13  9.980123E+02  2.064382E-07 
         6         15  9.249267E-04  9.979851E+02  4.837266E-07 
         6         22  1.225661E-03  9.979789E+02  5.541957E-07 
         7          8  1.372659E-13  9.980123E+02  2.573379E-07 
         7         22  9.973675E-04  9.979789E+02  3.628185E-07 
         7         25  1.246768E-03  9.979749E+02  5.655539E-07 
         8          9  2.280736E-13  9.980123E+02  1.283509E-07 
         8         17  1.102352E-03  9.979825E+02  6.441050E-07 
         8         25  1.037930E-03  9.979749E+02  3.652942E-07 
         9         10 -8.272501E-14  9.980123E+02  1.616130E-07 
         9         17  1.018435E-03  9.979825E+02  5.392171E-07 
         9         18  1.077927E-03  9.979794E+02  5.365326E-07 
        10         11 -5.791642E-13  9.980123E+02  1.854553E-07 
        10         18  1.092262E-03  9.979794E+02  5.726134E-07 
        10         19  1.027622E-03  9.979794E+02  4.746069E-07 
        11         12 -5.405780E-13  9.980123E+02  2.208487E-07 
        11         19  1.180396E-03  9.979794E+02  5.393829E-07 
        11         21  1.074208E-03  9.979789E+02  3.553103E-07 
        12         13 -3.412641E-12  9.980123E+02  3.500000E-07 
        12         21  1.216157E-03  9.979789E+02  6.412714E-07 
        12         24  9.341569E-04  9.979754E+02  1.715713E-07 
        13         24  1.321097E-03  9.979754E+02  3.500000E-07 
        22         15 -1.981724E-04  9.979851E+02  3.606812E-07 
        17         18  8.559035E-05  9.979794E+02  2.542154E-07 
        17         25  2.039083E-04  9.979749E+02  1.869978E-07 
        17         30  1.120671E-03  9.979529E+02  5.419857E-07 
        17         34  1.175732E-03  9.979501E+02  5.034725E-07 
        18         19  5.581179E-07  9.979794E+02  2.354565E-07 
        18         33  8.854104E-04  9.979506E+02  3.909010E-07 
        18         34  9.043828E-04  9.979501E+02  4.185483E-07 
        18         38  1.319065E-03  9.979378E+02  3.796774E-07 
        19         21  1.703121E-05  9.979789E+02  4.389701E-07 
        19         33  1.137885E-03  9.979506E+02  6.385877E-07 
        19         36  1.133355E-03  9.979429E+02  3.445118E-07 
        21         24  8.923930E-05  9.979754E+02  1.976731E-07 
        21         31  1.060291E-03  9.979521E+02  6.415780E-07 
        21         36  1.173181E-03  9.979429E+02  4.016236E-07 
        22         25  1.252431E-04  9.979749E+02  4.739112E-07 
        22         32  8.656637E-04  9.979508E+02  3.323772E-07 
        22         35  1.300054E-03  9.979432E+02  5.888611E-07 
        24         31  7.910978E-04  9.979521E+02  5.925757E-07 
        24         44  1.321154E-03  9.979287E+02  1.298368E-07 
        25         30  7.704548E-04  9.979529E+02  5.619222E-07 
        25         35  8.765428E-04  9.979432E+02  3.188279E-07 
        25         43  1.316429E-03  9.979303E+02  3.565609E-07 
        30         34  1.047245E-04  9.979501E+02  4.224418E-07 
        30         43  8.500558E-04  9.979303E+02  4.826878E-07 
        30         47  1.276842E-03  9.979202E+02  4.587883E-07 
        31         36  3.066491E-04  9.979429E+02  3.799175E-07 
        31         44  7.929876E-04  9.979287E+02  4.165661E-07 
        31         49  1.314033E-03  9.979196E+02  5.344173E-07 
        35         32 -2.555042E-04  9.979508E+02  4.227737E-07 
        33         36  2.550563E-04  9.979429E+02  3.824271E-07 
        33         38  5.246408E-04  9.979378E+02  5.319817E-07 
        33         48  1.306695E-03  9.979199E+02  5.327452E-07 
        34         38  4.542659E-04  9.979378E+02  4.538244E-07 
        34         47  9.889245E-04  9.979202E+02  2.055464E-07 
        34         50  1.311495E-03  9.979182E+02  4.615488E-07 
        35         43  4.099968E-04  9.979303E+02  3.158109E-07 
        35         46  6.581189E-04  9.979214E+02  2.923044E-07 
        35         51  1.157383E-03  9.979152E+02  5.407519E-07 
        35         60  1.302380E-03  9.979000E+02  1.576828E-07 
        36         48  7.357739E-04  9.979199E+02  3.214423E-07 
        36         49  7.309659E-04  9.979196E+02  2.593596E-07 
        36         55  1.314681E-03  9.979067E+02  4.941232E-07 
        38         48  6.108019E-04  9.979199E+02  3.151268E-07 
        38         50  7.273901E-04  9.979182E+02  2.977196E-07 
        38         57  1.303754E-03  9.979044E+02  4.426172E-07 
        43         47  3.614795E-04  9.979202E+02  3.528130E-07 
        43         51  6.999890E-04  9.979152E+02  5.677792E-07 
        43         62  1.164592E-03  9.978951E+02  2.809898E-07 
        43         64  1.281854E-03  9.978906E+02  1.224761E-07 
        44         49  3.371156E-04  9.979196E+02  4.353276E-07 
        44         61  1.321205E-03  9.978960E+02  2.687886E-07 
        60         46 -7.600353E-04  9.979214E+02  4.233008E-07 
        47         50  8.765241E-05  9.979182E+02  4.740498E-07 
        47         62  1.100346E-03  9.978951E+02  5.105160E-07 
        47         65  1.157581E-03  9.978888E+02  2.706800E-07 
        48         55  4.346838E-04  9.979067E+02  3.308811E-07 
        48         57  4.830167E-04  9.979044E+02  1.094098E-07 
        48         63  1.173828E-03  9.978929E+02  4.439881E-07 
        48         67  1.274471E-03  9.978874E+02  3.195945E-07 
        49         55  4.993487E-04  9.979067E+02  4.870789E-07 
        49         61  7.460235E-04  9.978960E+02  1.773366E-07 
        49         69  1.316116E-03  9.978872E+02  5.038229E-07 
        50         57  6.537238E-04  9.979044E+02  5.249502E-07 
        50         65  1.206285E-03  9.978888E+02  4.313064E-07 
        51         60  7.353667E-04  9.979000E+02  5.794302E-07 
        51         64  1.144583E-03  9.978906E+02  5.217840E-07 
        55         67  7.340577E-04  9.978874E+02  3.881814E-07 
        55         69  6.520932E-04  9.978872E+02  2.660718E-07 
        55         79  1.273068E-03  9.978706E+02  2.538257E-07 
        55         80  1.242630E-03  9.978688E+02  2.052954E-07 
        57         63  5.367788E-04  9.978929E+02  5.413608E-07 
        57         65  5.075011E-04  9.978888E+02  7.956755E-08 
        57         75  1.233513E-03  9.978753E+02  4.632821E-07 
        57         78  1.175387E-03  9.978709E+02  6.012551E-08 
        60         64  3.249510E-04  9.978906E+02  2.231429E-07 
        60         66  5.370232E-04  9.978874E+02  4.101961E-07 
        60         81  1.151636E-03  9.978688E+02  2.306652E-07 
        60         85  1.101466E-03  9.978647E+02  2.023083E-07 
        60         89  1.321120E-03  9.978587E+02  1.301405E-07 
        61         69  3.501661E-04  9.978872E+02  4.144764E-07 
        61         77  1.321243E-03  9.978712E+02  2.590734E-07 
        62         64  2.031136E-04  9.978906E+02  4.822420E-07 
        62         65  2.397081E-04  9.978888E+02  3.011772E-07 
        62         83  1.182095E-03  9.978667E+02  3.297649E-07 
        62         84  1.196108E-03  9.978663E+02  2.750992E-07 
        63         67  3.123202E-04  9.978874E+02  4.982382E-07 
        63         78  1.231324E-03  9.978709E+02  5.328921E-07 
        64         84  1.118779E-03  9.978663E+02  3.462213E-07 
        64         85  1.169930E-03  9.978647E+02  4.593088E-07 
        65         75  6.049551E-04  9.978753E+02  4.856895E-07 
        65         83  9.852693E-04  9.978667E+02  4.325723E-07 
        65         95  1.296422E-03  9.978531E+02  1.744735E-07 
        67         78  6.122481E-04  9.978709E+02  7.679481E-08 
        67         79  8.745939E-04  9.978706E+02  4.626022E-07 
        67         91  1.313299E-03  9.978571E+02  3.017472E-07 
        69         77  5.966977E-04  9.978712E+02  1.918518E-07 
        69         80  8.788848E-04  9.978688E+02  4.833523E-07 
        69         90  1.296531E-03  9.978577E+02  3.412682E-07 
        75         78  2.022645E-04  9.978709E+02  3.890908E-07 
        75         95  1.000938E-03  9.978531E+02  3.718395E-07 
        75         96  1.228714E-03  9.978495E+02  3.372775E-07 
        77         90  6.097238E-04  9.978577E+02  3.045150E-07 
        77         97  1.321274E-03  9.978494E+02  2.051927E-07 
        78         91  5.826834E-04  9.978571E+02  2.589630E-07 
        78         96  1.009259E-03  9.978495E+02  2.706164E-07 
        78         99  1.270186E-03  9.978463E+02  3.373941E-07 
        79         80  9.996047E-05  9.978688E+02  5.501769E-07 
        79         91  6.836082E-04  9.978571E+02  3.598381E-07 
        79        102  1.312152E-03  9.978422E+02  3.252362E-07 
        80         90  5.119625E-04  9.978577E+02  3.182423E-07 
        80        102  1.048943E-03  9.978422E+02  1.781968E-07 
        80        106  1.282283E-03  9.978393E+02  3.003117E-07 
        89         81 -6.724751E-04  9.978688E+02  5.915085E-07 
        83         84  1.903772E-05  9.978663E+02  4.085452E-07 
        83         95  5.990149E-04  9.978531E+02  3.467299E-07 
        83        109  1.177876E-03  9.978385E+02  2.361900E-07 
        83        110  1.276009E-03  9.978374E+02  2.526294E-07 
        84         85  7.281517E-05  9.978647E+02  3.252854E-07 
        84        103  1.236944E-03  9.978404E+02  3.381954E-07 
        84        109  1.191187E-03  9.978385E+02  2.368862E-07 
        85         89  3.201510E-04  9.978587E+02  5.682614E-07 
        85        103  1.037602E-03  9.978404E+02  3.173096E-07 
        85        111  1.081239E-03  9.978367E+02  1.181267E-07 
        85        116  1.320532E-03  9.978283E+02  1.098093E-07 
        89        107  8.213696E-04  9.978392E+02  1.712124E-07 
        89        111  1.296892E-03  9.978367E+02  4.711424E-07 
        90         97  4.010365E-04  9.978494E+02  3.093156E-07 
        90        106  9.168845E-04  9.978393E+02  3.502016E-07 
        90        114  1.301041E-03  9.978292E+02  2.658938E-07 
        91         99  6.063760E-04  9.978463E+02  3.883559E-07 
        91        102  6.643155E-04  9.978422E+02  2.913919E-07 
        91        115  1.319234E-03  9.978284E+02  2.760065E-07 
        95         96  1.585637E-04  9.978495E+02  2.898280E-07 
