        10  1.000000E+00  2.500000E-01  9.975856E+02  1.047962E+06 
        11  1.000000E+00  2.500000E-01  9.975715E+02  1.016646E+06 
        12  1.000000E+00  2.500000E-01  9.975827E+02  1.041471E+06 
        13  1.000000E+00  2.500000E-01  9.975797E+02  1.034742E+06 
        14  1.000000E+00  2.500000E-01  9.975764E+02  1.027426E+06 
        15  1.000000E+00  2.500000E-01  9.975713E+02  1.016217E+06 
        16  1.000000E+00  2.500000E-01  9.975708E+02  1.015021E+06 
        17  1.000000E+00  2.500000E-01  9.975700E+02  1.013273E+06 
        18  1.000000E+00  2.500000E-01  9.975675E+02  1.007550E+06 
        19  1.000000E+00  2.500000E-01  9.975641E+02  1.000000E+06 
        20  1.000000E+00  2.500000E-01  9.975641E+02  1.000000E+06 
        21  1.000000E+00  2.500000E-01  9.975716E+02  1.016815E+06 
        22  1.000000E+00  2.500000E-01  9.975767E+02  1.028231E+06 
        23  1.000000E+00  2.500000E-01  9.975712E+02  1.015985E+06 
        24  1.000000E+00  2.500000E-01  9.975687E+02  1.010434E+06 
        25  1.000000E+00  2.500000E-01  9.975703E+02  1.013864E+06 
        26  1.000000E+00  2.500000E-01  9.975641E+02  1.000000E+06 
        27  1.000000E+00  2.500000E-01  9.975666E+02  1.005686E+06 
        28  1.000000E+00  2.500000E-01  9.975834E+02  1.043056E+06 
        29  1.000000E+00  2.500000E-01  9.975717E+02  1.017115E+06 
        36  1.000000E+00  2.500000E-01  9.975641E+02  1.000000E+06 
        37  1.000000E+00  2.500000E-01  9.975807E+02  1.037012E+06 
        39  1.000000E+00  2.500000E-01  9.975661E+02  1.004600E+06 
        40  1.000000E+00  2.500000E-01  9.975766E+02  1.027892E+06 
        41  1.000000E+00  2.500000E-01  9.975712E+02  1.015866E+06 
        42  1.000000E+00  2.500000E-01  9.975688E+02  1.010504E+06 
        43  1.000000E+00  2.500000E-01  9.975863E+02  1.049479E+06 
        44  1.000000E+00  2.500000E-01  9.975703E+02  1.013845E+06 
        45  1.000000E+00  2.500000E-01  9.975719E+02  1.017484E+06 
        48  1.000000E+00  2.500000E-01  9.975659E+02  1.004117E+06 
        49  1.000000E+00  2.500000E-01  9.975641E+02  1.000000E+06 
        50  1.000000E+00  2.500000E-01  9.975683E+02  1.009335E+06 
        51  1.000000E+00  2.500000E-01  9.975785E+02  1.032180E+06 
        53  1.000000E+00  2.500000E-01  9.975756E+02  1.025725E+06 
        54  1.000000E+00  2.500000E-01  9.975841E+02  1.044619E+06 
        55  1.000000E+00  2.500000E-01  9.975722E+02  1.018026E+06 
        57  1.000000E+00  2.500000E-01  9.975641E+02  1.000000E+06 
        58  1.000000E+00  2.500000E-01  9.975702E+02  1.013592E+06 
        60  1.000000E+00  2.500000E-01  9.975679E+02  1.008549E+06 
        61  1.000000E+00  2.500000E-01  9.975660E+02  1.004250E+06 
        62  1.000000E+00  2.500000E-01  9.975714E+02  1.016348E+06 
        63  1.000000E+00  2.500000E-01  9.975819E+02  1.039852E+06 
        66  1.000000E+00  2.500000E-01  9.975641E+02  1.000000E+06 
        68  1.000000E+00  2.500000E-01  9.975724E+02  1.018663E+06 
        69  1.000000E+00  2.500000E-01  9.975745E+02  1.023280E+06 
        72  1.000000E+00  2.500000E-01  9.975866E+02  1.050336E+06 
        73  1.000000E+00  2.500000E-01  9.975677E+02  1.007997E+06 
        74  1.000000E+00  2.500000E-01  9.975660E+02  1.004277E+06 
        75  1.000000E+00  2.500000E-01  9.975793E+02  1.033978E+06 
        76  1.000000E+00  2.500000E-01  9.975700E+02  1.013305E+06 
        78  1.000000E+00  2.500000E-01  9.975641E+02  1.000000E+06 
        80  1.000000E+00  2.500000E-01  9.975717E+02  1.016994E+06 
        81  1.000000E+00  2.500000E-01  9.975657E+02  1.003589E+06 
        83  1.000000E+00  2.500000E-01  9.975773E+02  1.029513E+06 
