Format: x y z  (R = removed from domain due to fracture isolation)
7.511422802 1.721529886 -3.931137952 R
-3.837643768 1.598533093 3.346053286
2.647058666 6.902428255 3.024396022 R
0.06983259972 1.883615997 0.8383550828 R
-7.418949209 1.309072083 0.3277966903
-0.6356670093 0.4066041494 -5.035647952 R
-0.1803368802 0.9347401831 -5.965634176 R
0.4032768909 0.3946168638 6.761431127
0.9120714097 -5.708753839 7.209164783 R
2.750542622 6.909526709 -5.524889671 R
-5.528668991 7.506593338 -7.718379194 R
-2.026205781 -6.698541608 1.439147172 R
-2.645872621 7.289347554 -1.677934265 R
-7.127951899 -1.993570296 -1.946830281
7.456680238 6.850876789 6.030107985 R
2.145970511 6.032498663 -6.527758685 R
2.416885978 -2.721918048 -2.209134913 R
-5.943720743 -1.043781717 4.203335087
7.694179378 -4.439991503 3.994217702 R
-4.808115404 7.16732637 -4.559038114 R
5.694276669 -2.293515966 1.017742675 R
-4.058571518 3.494072914 -6.277533903 R
-0.08753022284 3.28791762 3.616461635
6.509352681 4.278477334 2.476918455 R
-0.6981926294 -2.890633427 4.855279946 R
-5.287331542 0.9288379647 -1.113003112
-4.278110603 3.947526174 5.670943764 R
0.4773579966 -6.294810073 7.657303291 R
-0.6376727652 2.92217671 1.180655771 R
5.571487 4.366723901 2.114478072 R
-6.295819163 5.785923272 -1.459648766 R
6.37129477 -4.356333686 7.046004742 R
2.381210015 -4.802477263 -6.509028452 R
-0.02015833714 7.615397512 7.462260277 R
3.549912976 0.4179542711 -0.9809849784 R
5.200031309 -5.693357509 2.563678023 R
1.672466075 -4.561149371 -4.692319808 R
5.200058277 2.313675392 5.140952063
1.568962779 1.382560869 -5.514039922 R
4.115934811 7.726262349 -0.7248158844 R
3.963127562 1.240394242 -6.864600017 R
7.420359331 1.296906362 2.656344744 R
-7.560234672 7.744340541 2.280563023 R
5.64349585 3.167938627 7.420157819 R
-5.561292892 -7.48408621 -1.781440226 R
-4.423781543 -5.320089036 -0.8242282534
6.476966749 5.374819072 -6.336765337 R
4.162869479 -0.8323997503 -0.616516504 R
-4.59366756 -3.345833817 -0.3971975818
-0.07855120285 2.986514224 -1.096236416 R
-5.891056651 -7.172582005 -6.251511616 R
-5.509423684 -4.293668338 -4.794978677 R
3.897313314 -1.342682935 7.21222791 R
7.664121991 -0.10541854 -7.256801654 R
4.375070039 7.133357459 6.629253065 R
-5.35567515 2.149047421 -5.043315079 R
-5.803317139 -4.686051789 -5.211901954 R
4.367490341 2.057361954 -7.673778548 R
2.575475146 2.005520644 0.1815907021 R
7.59323961 -6.607675485 -0.6269187157 R
-3.146493547 3.979652453 -2.922630674 R
1.575828668 -7.316882724 0.878021477 R
-0.04770266713 1.109989015 5.381037668
1.204749225 4.3526694 -7.310978253 R
